url,groundtruth_year,class,object_name,license,last_checked_on
https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/1968_Mercury_Montego_MX_Convertible_%2829451840483%29.jpg/800px-1968_Mercury_Montego_MX_Convertible_%2829451840483%29.jpg,1968,cars,"""Mercury Montego""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/1968_Mercury_Montego%2C_I-H_Metro_%2818064244145%29.jpg/800px-1968_Mercury_Montego%2C_I-H_Metro_%2818064244145%29.jpg,1968,cars,"""Mercury Montego""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Leimershof_7._US-Car-Treffen_1968_Plymouth_Road_Runner-20230909-RM-154159.jpg/800px-Leimershof_7._US-Car-Treffen_1968_Plymouth_Road_Runner-20230909-RM-154159.jpg,1968,cars,"""Plymouth Road Runner""","""CC BY-SA 4.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/2023_Downtown_West_Allis_Classic_Car_Show_20_%281968_Plymouth_Road_Runner%29.jpg/800px-2023_Downtown_West_Allis_Classic_Car_Show_20_%281968_Plymouth_Road_Runner%29.jpg,1968,cars,"""Plymouth Road Runner""","""CC BY-SA 4.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/1968_Plymouth_Road_Runner_convertible_%285201404406%29.jpg/800px-1968_Plymouth_Road_Runner_convertible_%285201404406%29.jpg,1968,cars,"""Plymouth Road Runner""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/1968_Plymouth_Road_Runner_%284261732288%29.jpg/800px-1968_Plymouth_Road_Runner_%284261732288%29.jpg,1968,cars,"""Plymouth Road Runner""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/1968_Plymouth_Road_Runner_convertible_%285200778941%29.jpg/800px-1968_Plymouth_Road_Runner_convertible_%285200778941%29.jpg,1968,cars,"""Plymouth Road Runner""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/1968_Plymouth_Road_Runner_convertible_%285201350276%29.jpg/800px-1968_Plymouth_Road_Runner_convertible_%285201350276%29.jpg,1968,cars,"""Plymouth Road Runner""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/1968_Plymouth_Road_Runner_A12_%2813493566773%29.jpg/800px-1968_Plymouth_Road_Runner_A12_%2813493566773%29.jpg,1968,cars,"""Plymouth Road Runner""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/1968_Plymouth_Road_Runner_%2834982755122%29.jpg/800px-1968_Plymouth_Road_Runner_%2834982755122%29.jpg,1968,cars,"""Plymouth Road Runner""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/1968_Plymouth_Road_Runner_%2835107443446%29.jpg/800px-1968_Plymouth_Road_Runner_%2835107443446%29.jpg,1968,cars,"""Plymouth Road Runner""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/1968_Plymouth_Road_Runner_%2835147583945%29.jpg/800px-1968_Plymouth_Road_Runner_%2835147583945%29.jpg,1968,cars,"""Plymouth Road Runner""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/1968_Plymouth_Road_Runner_--_Walter_P_Chrysler_Museum_10-23-2010_114_N.jpg/800px-1968_Plymouth_Road_Runner_--_Walter_P_Chrysler_Museum_10-23-2010_114_N.jpg,1968,cars,"""Plymouth Road Runner""","""CC BY-SA 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/1969_Alfa_Romeo_Iguana.jpg/800px-1969_Alfa_Romeo_Iguana.jpg,1969,cars,"""Alfa Romeo Iguana""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/8/8d/1969_Autobianchi_A112_Roundabout_on_the_beach.jpg,1969,cars,"""Autobianchi A112""","""Public domain""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/a/a6/1969_Autobianchi_A112_Runabout_e_Marcello_Gandini.jpg,1969,cars,"""Autobianchi A112""","""Public domain""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/a/a6/1969_Autobianchi_A112_Runabout_e_Marcello_Gandini.jpg,1969,cars,"""Autobianchi A112 Runabout""","""Public domain""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/1969_Bristol_411_S1_in_Morges_2013_-_Front.jpg/800px-1969_Bristol_411_S1_in_Morges_2013_-_Front.jpg,1969,cars,"""Bristol 411""","""CC BY-SA 2.0 fr""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/1969_Bristol_411_S1_in_Morges_2013_-_Right.jpg/800px-1969_Bristol_411_S1_in_Morges_2013_-_Right.jpg,1969,cars,"""Bristol 411""","""CC BY-SA 2.0 fr""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/1969_Bristol_411_S1_in_Morges_2013_-_Front_left.jpg/800px-1969_Bristol_411_S1_in_Morges_2013_-_Front_left.jpg,1969,cars,"""Bristol 411""","""CC BY-SA 2.0 fr""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/1969_Bristol_411_S1_in_Morges_2013_-_Right_front.jpg/800px-1969_Bristol_411_S1_in_Morges_2013_-_Right_front.jpg,1969,cars,"""Bristol 411""","""CC BY-SA 2.0 fr""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/1969_Bristol_411_S1_in_Morges_2013_-_Front_left_%28level%29.jpg/800px-1969_Bristol_411_S1_in_Morges_2013_-_Front_left_%28level%29.jpg,1969,cars,"""Bristol 411""","""CC BY-SA 2.0 fr""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/1969_Chevrolet_Kingswood_Estate.jpg/800px-1969_Chevrolet_Kingswood_Estate.jpg,1969,cars,"""Chevrolet Kingswood""","""CC BY-SA 3.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/1969_Chevrolet_Kingswood.jpg/800px-1969_Chevrolet_Kingswood.jpg,1969,cars,"""Chevrolet Kingswood""","""CC BY-SA 3.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/1969_Chrysler_Valiant_%28VF%29_%2838294311045%29.jpg/800px-1969_Chrysler_Valiant_%28VF%29_%2838294311045%29.jpg,1969,cars,"""Chrysler Valiant (VF)""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/1969_Chrysler_Valiant_%28VF%29_Wayfarer_%2818260177919%29.jpg/800px-1969_Chrysler_Valiant_%28VF%29_Wayfarer_%2818260177919%29.jpg,1969,cars,"""Chrysler Valiant (VF)""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/1969_Chrysler_Valiant_%28VF%29_Regal_sedan_%2817825652163%29_%28cropped%29.jpg/800px-1969_Chrysler_Valiant_%28VF%29_Regal_sedan_%2817825652163%29_%28cropped%29.jpg,1969,cars,"""Chrysler Valiant (VF)""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/1969_Chrysler_Valiant_%28VF%29_Regal_sedan_%2817825652163%29.jpg/800px-1969_Chrysler_Valiant_%28VF%29_Regal_sedan_%2817825652163%29.jpg,1969,cars,"""Chrysler Valiant (VF)""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/1969_Ford_Capri_1%2C5l_V4.JPG/800px-1969_Ford_Capri_1%2C5l_V4.JPG,1969,cars,"""Ford Capri""","""CC BY-SA 4.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/1969_Ford_Capri_V8.jpg/800px-1969_Ford_Capri_V8.jpg,1969,cars,"""Ford Capri""","""CC BY 4.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/1969_Ford_Capri_GT_2.0_Front.jpg/800px-1969_Ford_Capri_GT_2.0_Front.jpg,1969,cars,"""Ford Capri""","""CC BY-SA 4.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/1969_Ford_Capri_GT_2.0_Rear.jpg/800px-1969_Ford_Capri_GT_2.0_Rear.jpg,1969,cars,"""Ford Capri""","""CC BY-SA 4.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/1969_Ford_Capri_GT_2.0_Interior.jpg/800px-1969_Ford_Capri_GT_2.0_Interior.jpg,1969,cars,"""Ford Capri""","""CC BY-SA 4.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/1969_Ford_Capri_Mark_I_1.6.jpg/800px-1969_Ford_Capri_Mark_I_1.6.jpg,1969,cars,"""Ford Capri""","""CC BY-SA 4.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/1969_Ford_Capri_2000GT_XL_1.6.jpg/800px-1969_Ford_Capri_2000GT_XL_1.6.jpg,1969,cars,"""Ford Capri""","""CC BY-SA 4.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/1969_Ford_Capri_GT_2.0_Badge.jpg/800px-1969_Ford_Capri_GT_2.0_Badge.jpg,1969,cars,"""Ford Capri""","""CC BY-SA 4.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/1969_Ford_Capri_GT_2.0_Side_Vents.jpg/800px-1969_Ford_Capri_GT_2.0_Side_Vents.jpg,1969,cars,"""Ford Capri""","""CC BY-SA 4.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/1969_Ford_Capri_1300_L.jpg/800px-1969_Ford_Capri_1300_L.jpg,1969,cars,"""Ford Capri""","""CC BY-SA 4.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/1969_Ford_Capri_V8_1.jpg/800px-1969_Ford_Capri_V8_1.jpg,1969,cars,"""Ford Capri""","""CC BY 4.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/1969_Ford_Capri_2000GT_XL_1.6_%281%29.jpg/800px-1969_Ford_Capri_2000GT_XL_1.6_%281%29.jpg,1969,cars,"""Ford Capri""","""CC BY-SA 4.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/1969_Ford_Capri_I_2000_GT_XLR_%2815701024992%29.jpg/800px-1969_Ford_Capri_I_2000_GT_XLR_%2815701024992%29.jpg,1969,cars,"""Ford Capri""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/1969_Ford_Capri_Mk_I_coupe_%287708138160%29.jpg/800px-1969_Ford_Capri_Mk_I_coupe_%287708138160%29.jpg,1969,cars,"""Ford Capri""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/1969_Ford_Capri_Mk_I_coupe_%287708138928%29.jpg/800px-1969_Ford_Capri_Mk_I_coupe_%287708138928%29.jpg,1969,cars,"""Ford Capri""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/1969_Ford_Capri_Mk_I_1600_GT_coupe_%287708137254%29.jpg/800px-1969_Ford_Capri_Mk_I_1600_GT_coupe_%287708137254%29.jpg,1969,cars,"""Ford Capri""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/1969_Ford_Capri_Mk_I_1600_GT_%2823350922260%29.jpg/800px-1969_Ford_Capri_Mk_I_1600_GT_%2823350922260%29.jpg,1969,cars,"""Ford Capri""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/1969_Ford_Capri_Mk_I_1600_GT_%2815817706154%29.jpg/800px-1969_Ford_Capri_Mk_I_1600_GT_%2815817706154%29.jpg,1969,cars,"""Ford Capri""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/1969_Ford_Falcon_%28XW%29_GT_sedan_%2823824654495%29.jpg/800px-1969_Ford_Falcon_%28XW%29_GT_sedan_%2823824654495%29.jpg,1969,cars,"""Ford Falcon (XW)""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/1969_Ford_Falcon_%28XW%29_GT_sedan_%2821105800088%29.jpg/800px-1969_Ford_Falcon_%28XW%29_GT_sedan_%2821105800088%29.jpg,1969,cars,"""Ford Falcon (XW)""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/1969_Ford_Falcon_%28XW%29_GT_sedan_%2823824640215%29.jpg/800px-1969_Ford_Falcon_%28XW%29_GT_sedan_%2823824640215%29.jpg,1969,cars,"""Ford Falcon (XW)""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/1969_Ford_Falcon_%28XW%29_GT_sedan_%2821106781759%29.jpg/800px-1969_Ford_Falcon_%28XW%29_GT_sedan_%2821106781759%29.jpg,1969,cars,"""Ford Falcon (XW)""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/1969_Ford_Falcon_%28XW%29_GT_sedan_%2823798517626%29.jpg/800px-1969_Ford_Falcon_%28XW%29_GT_sedan_%2823798517626%29.jpg,1969,cars,"""Ford Falcon (XW)""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/1969_Ford_Falcon_%28XW%29_GT_sedan_%2823456661349%29.jpg/800px-1969_Ford_Falcon_%28XW%29_GT_sedan_%2823456661349%29.jpg,1969,cars,"""Ford Falcon (XW)""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/1969_Ford_Falcon_%28XW%29_GT_sedan_%2823716221302%29.jpg/800px-1969_Ford_Falcon_%28XW%29_GT_sedan_%2823716221302%29.jpg,1969,cars,"""Ford Falcon (XW)""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/1969_Ford_Falcon_%28XW%29_500_sedan_%2819260454761%29.jpg/800px-1969_Ford_Falcon_%28XW%29_500_sedan_%2819260454761%29.jpg,1969,cars,"""Ford Falcon (XW)""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/1969_Ford_Falcon_%28XW%29_GS_Suferoo_utility_%2818259514180%29.jpg/800px-1969_Ford_Falcon_%28XW%29_GS_Suferoo_utility_%2818259514180%29.jpg,1969,cars,"""Ford Falcon (XW)""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/1969_Ford_Mustang_Mach_1_%2837901276352%29.jpg/800px-1969_Ford_Mustang_Mach_1_%2837901276352%29.jpg,1969,cars,"""Ford Mustang Mach 1""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/1969_Ford_Mustang_Mach_1_%2817006416111%29.jpg/800px-1969_Ford_Mustang_Mach_1_%2817006416111%29.jpg,1969,cars,"""Ford Mustang Mach 1""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/1969_Ford_Mustang_Mach_1.JPG/800px-1969_Ford_Mustang_Mach_1.JPG,1969,cars,"""Ford Mustang Mach 1""","""CC BY-SA 3.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/1969_Ford_Mustang_Mach_1_pic1.JPG/800px-1969_Ford_Mustang_Mach_1_pic1.JPG,1969,cars,"""Ford Mustang Mach 1""","""CC0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/1969_Ford_Mustang_Mach_1_pic2.JPG/800px-1969_Ford_Mustang_Mach_1_pic2.JPG,1969,cars,"""Ford Mustang Mach 1""","""CC0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/1969_Ford_Mustang_Mach_1_Sportsroof.jpg/800px-1969_Ford_Mustang_Mach_1_Sportsroof.jpg,1969,cars,"""Ford Mustang Mach 1""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/1969_Ford_Mustang_Mach_1_pic4.JPG/800px-1969_Ford_Mustang_Mach_1_pic4.JPG,1969,cars,"""Ford Mustang Mach 1""","""CC0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/1969_Ford_Mustang_Mach_1_%283092131964%29.jpg/800px-1969_Ford_Mustang_Mach_1_%283092131964%29.jpg,1969,cars,"""Ford Mustang Mach 1""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/1969_Ford_Mustang_Mach_1_Sportsroof_%2814691217744%29.jpg/800px-1969_Ford_Mustang_Mach_1_Sportsroof_%2814691217744%29.jpg,1969,cars,"""Ford Mustang Mach 1""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/1969_Ford_Mustang_Mach_1_Sportsroof_%2814538282273%29.jpg/800px-1969_Ford_Mustang_Mach_1_Sportsroof_%2814538282273%29.jpg,1969,cars,"""Ford Mustang Mach 1""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/1969_Ford_Mustang_Mach_1_%287824105746%29.jpg/800px-1969_Ford_Mustang_Mach_1_%287824105746%29.jpg,1969,cars,"""Ford Mustang Mach 1""","""CC0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/1969_Ford_Mustang_Mach_1_Sports_Roof.jpg/800px-1969_Ford_Mustang_Mach_1_Sports_Roof.jpg,1969,cars,"""Ford Mustang Mach 1""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/1969_Ford_Mustang_Mach_1_Sportsroof_%2815384190250%29_%28cropped%29.jpg/800px-1969_Ford_Mustang_Mach_1_Sportsroof_%2815384190250%29_%28cropped%29.jpg,1969,cars,"""Ford Mustang Mach 1""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/1969_Ford_Mustang_Mach_1_%2849945072443%29.jpg/800px-1969_Ford_Mustang_Mach_1_%2849945072443%29.jpg,1969,cars,"""Ford Mustang Mach 1""","""CC0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/1969_Ford_Mustang_Mach_1_%289553444529%29.jpg/800px-1969_Ford_Mustang_Mach_1_%289553444529%29.jpg,1969,cars,"""Ford Mustang Mach 1""","""CC0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/1969_Ford_Mustang_Mach_1_coupe_%2812404328234%29.jpg/800px-1969_Ford_Mustang_Mach_1_coupe_%2812404328234%29.jpg,1969,cars,"""Ford Mustang Mach 1""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/1969_Ford_Mustang_Mach_1_351_Windsor_engine.JPG/800px-1969_Ford_Mustang_Mach_1_351_Windsor_engine.JPG,1969,cars,"""Ford Mustang Mach 1""","""CC BY-SA 3.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/1969_Ford_Mustang_Mach_1_Sportsroof_%2815384190250%29.jpg/800px-1969_Ford_Mustang_Mach_1_Sportsroof_%2815384190250%29.jpg,1969,cars,"""Ford Mustang Mach 1""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/1969_Ford_Mustang_Mach_1_Sports_Roof_%282%29.jpg/800px-1969_Ford_Mustang_Mach_1_Sports_Roof_%282%29.jpg,1969,cars,"""Ford Mustang Mach 1""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/1969_Ford_Mustang_Mach_1_428_Cobra_Jet_%2814969419243%29.jpg/800px-1969_Ford_Mustang_Mach_1_428_Cobra_Jet_%2814969419243%29.jpg,1969,cars,"""Ford Mustang Mach 1""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/1969_Ford_Mustang_Mach_1_Cobra_Jet_%2830761068717%29.jpg/800px-1969_Ford_Mustang_Mach_1_Cobra_Jet_%2830761068717%29.jpg,1969,cars,"""Ford Mustang Mach 1""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/1969_Ford_Mustang_Mach_1_R-Code_428_Super_Cobra-Jet.jpg/800px-1969_Ford_Mustang_Mach_1_R-Code_428_Super_Cobra-Jet.jpg,1969,cars,"""Ford Mustang Mach 1""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/1969_Holden_HT_Kingswood_%286091876991%29.jpg/800px-1969_Holden_HT_Kingswood_%286091876991%29.jpg,1969,cars,"""Holden HT""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/1969_Holden_HT_Premier_sedan_%287762440756%29.jpg/800px-1969_Holden_HT_Premier_sedan_%287762440756%29.jpg,1969,cars,"""Holden HT""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/1969_Holden_HT_Kingswood_sedan_%286108042360%29.jpg/800px-1969_Holden_HT_Kingswood_sedan_%286108042360%29.jpg,1969,cars,"""Holden HT""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/1969_Holden_HT_Belmont_Utility.jpg/800px-1969_Holden_HT_Belmont_Utility.jpg,1969,cars,"""Holden HT""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/1969_Holden_HT_Premier_sedan_%287762450606%29.jpg/800px-1969_Holden_HT_Premier_sedan_%287762450606%29.jpg,1969,cars,"""Holden HT""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/1969_Holden_HT_Kingswood_Sedan_%2816221226965%29.jpg/800px-1969_Holden_HT_Kingswood_Sedan_%2816221226965%29.jpg,1969,cars,"""Holden HT""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/1969_Holden_HT_Monaro_GTS_%2816697995150%29.jpg/800px-1969_Holden_HT_Monaro_GTS_%2816697995150%29.jpg,1969,cars,"""Holden HT""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/1969_Holden_HT_Monaro_186S_%2822390845566%29.jpg/800px-1969_Holden_HT_Monaro_186S_%2822390845566%29.jpg,1969,cars,"""Holden HT""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/1969_Holden_HT_Monaro_GTS_%2816497466272%29.jpg/800px-1969_Holden_HT_Monaro_GTS_%2816497466272%29.jpg,1969,cars,"""Holden HT""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/1969_Holden_HT_Premier_Sedan_%2825623754553%29.jpg/800px-1969_Holden_HT_Premier_Sedan_%2825623754553%29.jpg,1969,cars,"""Holden HT""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/1969_Holden_HT_Belmont_Utility_%2837188239270%29.jpg/800px-1969_Holden_HT_Belmont_Utility_%2837188239270%29.jpg,1969,cars,"""Holden HT""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/1969_Holden_HT_Belmont_Panel_Van_%2822323131999%29.jpg/800px-1969_Holden_HT_Belmont_Panel_Van_%2822323131999%29.jpg,1969,cars,"""Holden HT""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/1969_Holden_HT_Monaro_GTS_350_coupe_%287762463648%29.jpg/800px-1969_Holden_HT_Monaro_GTS_350_coupe_%287762463648%29.jpg,1969,cars,"""Holden HT""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/1969_Holden_HT_Monaro_GTS_%2815771828382%29.jpg/800px-1969_Holden_HT_Monaro_GTS_%2815771828382%29.jpg,1969,cars,"""Holden HT""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/1969_Holden_HT_Monaro_GTS_350_coupe_%287762454740%29.jpg/800px-1969_Holden_HT_Monaro_GTS_350_coupe_%287762454740%29.jpg,1969,cars,"""Holden HT""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/1969_Holden_HT_Monaro_GTS_350_coupe_%287762475536%29.jpg/800px-1969_Holden_HT_Monaro_GTS_350_coupe_%287762475536%29.jpg,1969,cars,"""Holden HT""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/1969_Holden_HT_Monaro_GTS_350_coupe_%287762458400%29.jpg/800px-1969_Holden_HT_Monaro_GTS_350_coupe_%287762458400%29.jpg,1969,cars,"""Holden HT""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/1969_Holden_HT_Monaro_GTS_350_coupe_%287762469930%29.jpg/800px-1969_Holden_HT_Monaro_GTS_350_coupe_%287762469930%29.jpg,1969,cars,"""Holden HT""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/1969_Holden_HT_Monaro_GTS_308_%2831396872905%29.jpg/800px-1969_Holden_HT_Monaro_GTS_308_%2831396872905%29.jpg,1969,cars,"""Holden HT""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/1969_Holden_HT_Monaro_GTS_308_%2823617585278%29.jpg/800px-1969_Holden_HT_Monaro_GTS_308_%2823617585278%29.jpg,1969,cars,"""Holden HT""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/1969_Holden_Hurricane_Concept_Car_%2817086638318%29.jpg/800px-1969_Holden_Hurricane_Concept_Car_%2817086638318%29.jpg,1969,cars,"""Holden Hurricane""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/1969_Honda_1300_Series_77_Sedan_%2823692571312%29.jpg/800px-1969_Honda_1300_Series_77_Sedan_%2823692571312%29.jpg,1969,cars,"""Honda 1300""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Stuttgart_Jul_2012_21_%28Porsche_Museum_-_1969_Porsche_914-8%29.JPG/800px-Stuttgart_Jul_2012_21_%28Porsche_Museum_-_1969_Porsche_914-8%29.JPG,1969,cars,"""Porsche 914""","""CC BY-SA 4.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/1969_Seat_1430_%284539257914%29.jpg/800px-1969_Seat_1430_%284539257914%29.jpg,1969,cars,"""SEAT 1430""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/1969_Seat_1430_%286523331221%29.jpg/800px-1969_Seat_1430_%286523331221%29.jpg,1969,cars,"""SEAT 1430""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/1969_Seat_1430_%284538628585%29.jpg/800px-1969_Seat_1430_%284538628585%29.jpg,1969,cars,"""SEAT 1430""","""CC BY 2.0""",2024-05-07
